Country/Region,Month,Year,Daily_Positive_Cases
Afghanistan,1,2020,0.0
Afghanistan,2,2020,0.17
Afghanistan,3,2020,5.19
Afghanistan,4,2020,55.37
Afghanistan,5,2020,430.74
Afghanistan,6,2020,542.17
Afghanistan,7,2020,167.19
Afghanistan,8,2020,52.26
Afghanistan,9,2020,36.87
Afghanistan,10,2020,63.87
Afghanistan,11,2020,162.7
Afghanistan,12,2020,197.26
Afghanistan,1,2021,86.87
Afghanistan,2,2021,24.68
Afghanistan,3,2021,23.87
Afghanistan,4,2021,109.7
Afghanistan,5,2021,390.1
Afghanistan,6,2021,1560.7
Afghanistan,7,2021,919.19
Afghanistan,8,2021,195.68
Afghanistan,9,2021,65.13
Afghanistan,10,2021,34.71
Afghanistan,11,2021,34.63
Afghanistan,12,2021,25.65
Afghanistan,1,2022,156.19
Afghanistan,2,2022,383.32
Afghanistan,3,2022,131.87
Afghanistan,4,2022,37.73
Afghanistan,5,2022,47.35
Afghanistan,6,2022,72.7
Afghanistan,7,2022,103.9
Afghanistan,8,2022,241.97
Afghanistan,9,2022,197.93
Afghanistan,10,2022,125.0
Afghanistan,11,2022,94.8
Afghanistan,12,2022,53.29
Afghanistan,1,2023,31.81
Afghanistan,2,2023,27.75
Afghanistan,3,2023,14.33
Albania,1,2020,0.0
Albania,2,2020,0.0
Albania,3,2020,7.84
Albania,4,2020,17.67
Albania,5,2020,11.74
Albania,6,2020,46.6
Albania,7,2020,88.42
Albania,8,2020,136.68
Albania,9,2020,137.87
Albania,10,2020,233.1
Albania,11,2020,576.9
Albania,12,2020,649.48
Albania,1,2021,639.06
Albania,2,2021,1037.14
Albania,3,2021,580.32
Albania,4,2021,197.6
Albania,5,2021,39.68
Albania,6,2021,6.87
Albania,7,2021,18.06
Albania,8,2021,429.23
Albania,9,2021,791.47
Albania,10,2021,489.32
Albania,11,2021,488.17
Albania,12,2021,331.58
Albania,1,2022,1558.68
Albania,2,2022,465.0
Albania,3,2022,68.19
Albania,4,2022,47.67
Albania,5,2022,32.06
Albania,6,2022,158.33
Albania,7,2022,1007.94
Albania,8,2022,556.61
Albania,9,2022,95.63
Albania,10,2022,24.03
Albania,11,2022,12.57
Albania,12,2022,14.94
Albania,1,2023,11.65
Albania,2,2023,8.0
Albania,3,2023,7.33
Algeria,1,2020,0.0
Algeria,2,2020,0.03
Algeria,3,2020,23.06
Algeria,4,2020,109.67
Algeria,5,2020,173.81
Algeria,6,2020,150.43
Algeria,7,2020,531.84
Algeria,8,2020,454.84
Algeria,9,2020,234.53
Algeria,10,2020,206.84
Algeria,11,2020,841.9
Algeria,12,2020,529.39
Algeria,1,2021,249.32
Algeria,2,2021,205.46
Algeria,3,2021,132.26
Algeria,4,2021,163.87
Algeria,5,2021,219.52
Algeria,6,2021,357.1
Algeria,7,2021,1024.71
Algeria,8,2021,796.39
Algeria,9,2021,242.63
Algeria,10,2021,99.77
Algeria,11,2021,135.97
Algeria,12,2021,254.87
Algeria,1,2022,1086.61
Algeria,2,2022,457.82
Algeria,3,2022,23.71
Algeria,4,2022,3.63
Algeria,5,2022,3.35
Algeria,6,2022,6.77
Algeria,7,2022,44.1
Algeria,8,2022,91.94
Algeria,9,2022,12.3
Algeria,10,2022,5.32
Algeria,11,2022,8.4
Algeria,12,2022,4.45
Algeria,1,2023,4.84
Algeria,2,2023,2.25
Algeria,3,2023,6.11
Andorra,1,2020,0.0
Andorra,2,2020,0.0
Andorra,3,2020,12.13
Andorra,4,2020,12.3
Andorra,5,2020,0.61
Andorra,6,2020,3.03
Andorra,7,2020,2.26
Andorra,8,2020,8.1
Andorra,9,2020,29.13
Andorra,10,2020,87.29
Andorra,11,2020,66.3
Andorra,12,2020,42.06
Andorra,1,2021,60.9
Andorra,2,2021,33.18
Andorra,3,2021,36.9
Andorra,4,2021,40.73
Andorra,5,2021,15.97
Andorra,6,2021,6.13
Andorra,7,2021,24.74
Andorra,8,2021,11.45
Andorra,9,2021,6.3
Andorra,10,2021,9.48
Andorra,11,2021,53.3
Andorra,12,2021,213.71
Andorra,1,2022,394.13
Andorra,2,2022,72.89
Andorra,3,2022,65.32
Andorra,4,2022,44.17
Andorra,5,2022,49.84
Andorra,6,2022,29.33
Andorra,7,2022,55.94
Andorra,8,2022,16.74
Andorra,9,2022,6.67
Andorra,10,2022,9.94
Andorra,11,2022,22.8
Andorra,12,2022,17.16
Andorra,1,2023,2.84
Andorra,2,2023,0.96
Andorra,3,2023,2.67
Angola,1,2020,0.0
Angola,2,2020,0.0
Angola,3,2020,0.23
Angola,4,2020,0.67
Angola,5,2020,1.9
Angola,6,2020,6.6
Angola,7,2020,27.87
Angola,8,2020,48.58
Angola,9,2020,77.27
Angola,10,2020,188.16
Angola,11,2020,144.47
Angola,12,2020,77.87
Angola,1,2021,72.35
Angola,2,2021,36.11
Angola,3,2021,48.52
Angola,4,2021,144.7
Angola,5,2021,254.81
Angola,6,2021,143.27
Angola,7,2021,126.71
Angola,8,2021,153.77
Angola,9,2021,301.3
Angola,10,2021,253.23
Angola,11,2021,24.5
Angola,12,2021,529.84
Angola,1,2022,533.0
Angola,2,2022,22.32
Angola,3,2022,13.81
Angola,4,2022,3.93
Angola,5,2022,15.29
Angola,6,2022,51.97
Angola,7,2022,31.65
Angola,8,2022,10.81
Angola,9,2022,16.5
Angola,10,2022,0.0
Angola,11,2022,51.5
Angola,12,2022,13.52
Angola,1,2023,2.87
Angola,2,2023,2.54
Angola,3,2023,3.67
Antarctica,1,2020,0.0
Antarctica,2,2020,0.0
Antarctica,3,2020,0.0
Antarctica,4,2020,0.0
Antarctica,5,2020,0.0
Antarctica,6,2020,0.0
Antarctica,7,2020,0.0
Antarctica,8,2020,0.0
Antarctica,9,2020,0.0
Antarctica,10,2020,0.0
Antarctica,11,2020,0.0
Antarctica,12,2020,0.0
Antarctica,1,2021,0.0
Antarctica,2,2021,0.0
Antarctica,3,2021,0.0
Antarctica,4,2021,0.0
Antarctica,5,2021,0.0
Antarctica,6,2021,0.0
Antarctica,7,2021,0.0
Antarctica,8,2021,0.0
Antarctica,9,2021,0.0
Antarctica,10,2021,0.0
Antarctica,11,2021,0.0
Antarctica,12,2021,0.35
Antarctica,1,2022,0.0
Antarctica,2,2022,0.0
Antarctica,3,2022,0.0
Antarctica,4,2022,0.0
Antarctica,5,2022,0.0
Antarctica,6,2022,0.0
Antarctica,7,2022,0.0
Antarctica,8,2022,0.0
Antarctica,9,2022,0.0
Antarctica,10,2022,0.0
Antarctica,11,2022,0.0
Antarctica,12,2022,0.0
Antarctica,1,2023,0.0
Antarctica,2,2023,0.0
Antarctica,3,2023,0.0
Antigua and Barbuda,1,2020,0.0
Antigua and Barbuda,2,2020,0.0
Antigua and Barbuda,3,2020,0.23
Antigua and Barbuda,4,2020,0.57
Antigua and Barbuda,5,2020,0.06
Antigua and Barbuda,6,2020,1.43
Antigua and Barbuda,7,2020,0.71
Antigua and Barbuda,8,2020,0.1
Antigua and Barbuda,9,2020,0.23
Antigua and Barbuda,10,2020,0.87
Antigua and Barbuda,11,2020,0.43
Antigua and Barbuda,12,2020,0.58
Antigua and Barbuda,1,2021,2.42
Antigua and Barbuda,2,2021,17.71
Antigua and Barbuda,3,2021,13.1
Antigua and Barbuda,4,2021,3.2
Antigua and Barbuda,5,2021,0.9
Antigua and Barbuda,6,2021,0.1
Antigua and Barbuda,7,2021,1.29
Antigua and Barbuda,8,2021,13.29
Antigua and Barbuda,9,2021,50.53
Antigua and Barbuda,10,2021,26.68
Antigua and Barbuda,11,2021,2.77
Antigua and Barbuda,12,2021,4.58
Antigua and Barbuda,1,2022,75.61
Antigua and Barbuda,2,2022,28.93
Antigua and Barbuda,3,2022,1.74
Antigua and Barbuda,4,2022,4.5
Antigua and Barbuda,5,2022,20.23
Antigua and Barbuda,6,2022,12.93
Antigua and Barbuda,7,2022,4.26
Antigua and Barbuda,8,2022,6.48
Antigua and Barbuda,9,2022,4.13
Antigua and Barbuda,10,2022,0.26
Antigua and Barbuda,11,2022,0.0
Antigua and Barbuda,12,2022,0.0
Antigua and Barbuda,1,2023,0.0
Antigua and Barbuda,2,2023,0.0
Antigua and Barbuda,3,2023,0.0
Argentina,1,2020,0.0
Argentina,2,2020,0.0
Argentina,3,2020,34.0
Argentina,4,2020,112.47
Argentina,5,2020,400.74
Argentina,6,2020,1589.3
Argentina,7,2020,4089.42
Argentina,8,2020,7304.29
Argentina,9,2020,11108.87
Argentina,10,2020,13416.87
Argentina,11,2020,8586.97
Argentina,12,2020,6483.26
Argentina,1,2021,9733.06
Argentina,2,2021,6433.07
Argentina,3,2021,7788.9
Argentina,4,2021,20951.4
Argentina,5,2021,25949.06
Argentina,6,2021,22953.0
Argentina,7,2021,14819.03
Argentina,8,2021,8253.42
Argentina,9,2021,2376.07
Argentina,10,2021,1029.19
Argentina,11,2021,1398.03
Argentina,12,2021,10440.65
Argentina,1,2022,87878.97
Argentina,2,2022,18642.86
Argentina,3,2022,4427.58
Argentina,4,2022,1143.97
Argentina,5,2022,5107.84
Argentina,6,2022,4553.3
Argentina,7,2022,6230.16
Argentina,8,2022,3803.81
Argentina,9,2022,1006.5
Argentina,10,2022,337.26
Argentina,11,2022,279.07
Argentina,12,2022,5286.84
Argentina,1,2023,4709.55
Argentina,2,2023,249.64
Argentina,3,2023,92.44
Armenia,1,2020,0.0
Armenia,2,2020,0.0
Armenia,3,2020,17.16
Armenia,4,2020,51.13
Armenia,5,2020,232.77
Armenia,6,2020,542.0
Armenia,7,2020,419.61
Armenia,8,2020,168.74
Armenia,9,2020,219.27
Armenia,10,2020,1272.71
Armenia,11,2020,1510.37
Armenia,12,2020,783.39
Armenia,1,2021,245.71
Armenia,2,2021,179.71
Armenia,3,2021,663.9
Armenia,4,2021,780.83
Armenia,5,2021,213.1
Armenia,6,2021,80.83
Armenia,7,2021,161.77
Armenia,8,2021,387.9
Armenia,9,2021,652.07
Armenia,10,2021,1504.16
Armenia,11,2021,1006.4
Armenia,12,2021,206.84
Armenia,1,2022,737.58
Armenia,2,2022,1858.46
Armenia,3,2022,86.68
Armenia,4,2022,11.6
Armenia,5,2022,3.1
Armenia,6,2022,9.33
Armenia,7,2022,68.45
Armenia,8,2022,291.39
Armenia,9,2022,282.57
Armenia,10,2022,76.35
Armenia,11,2022,16.5
Armenia,12,2022,7.71
Armenia,1,2023,1.03
Armenia,2,2023,28.96
Armenia,3,2023,54.33
Australia,1,2020,1.0
Australia,2,2020,0.52
Australia,3,2020,146.26
Australia,4,2020,73.6
Australia,5,2020,14.13
Australia,6,2020,23.83
Australia,7,2020,301.94
Australia,8,2020,275.94
Australia,9,2020,42.1
Australia,10,2020,16.13
Australia,11,2020,10.6
Australia,12,2020,16.45
Australia,1,2021,12.71
Australia,2,2021,5.68
Australia,3,2021,11.1
Australia,4,2021,16.3
Australia,5,2021,9.9
Australia,6,2021,17.5
Australia,7,2021,120.65
Australia,8,2021,668.06
Australia,9,2021,1736.27
Australia,10,2021,2091.9
Australia,11,2021,1320.87
Australia,12,2021,6898.06
Australia,1,2022,71232.06
Australia,2,2022,21475.96
Australia,3,2022,43162.87
Australia,4,2022,46002.53
Australia,5,2022,43847.29
Australia,6,2022,28408.83
Australia,7,2022,41005.87
Australia,8,2022,19555.68
Australia,9,2022,6593.27
Australia,10,2022,4502.03
Australia,11,2022,9437.8
Australia,12,2022,15133.26
Australia,1,2023,5281.9
Australia,2,2023,2532.68
Australia,3,2023,3677.67
Austria,1,2020,0.0
Austria,2,2020,0.1
Austria,3,2020,298.74
Austria,4,2020,204.6
Austria,5,2020,38.97
Austria,6,2020,33.97
Austria,7,2020,104.65
Austria,8,2020,201.87
Austria,9,2020,570.0
Austria,10,2020,1846.32
Austria,11,2020,5901.1
Austria,12,2020,2502.03
Austria,1,2021,1716.87
Austria,2,2021,1548.57
Austria,3,2021,2730.84
Austria,4,2021,2475.57
Austria,5,2021,908.16
Austria,6,2021,207.13
Austria,7,2021,267.97
Austria,8,2021,915.39
Austria,9,2021,1836.07
Austria,10,2021,2727.68
Austria,11,2021,10855.07
Austria,12,2021,3964.48
Austria,1,2022,18219.06
Austria,2,2022,29847.18
Austria,3,2022,37765.32
Austria,4,2022,11089.87
Austria,5,2022,3658.35
Austria,6,2022,5720.47
Austria,7,2022,10137.94
Austria,8,2022,5869.9
Austria,9,2022,5850.57
Austria,10,2022,9936.77
Austria,11,2022,4068.87
Austria,12,2022,4627.74
Austria,1,2023,2423.74
Austria,2,2023,4680.89
Austria,3,2023,5538.78
Azerbaijan,1,2020,0.0
Azerbaijan,2,2020,0.0
Azerbaijan,3,2020,9.61
Azerbaijan,4,2020,50.2
Azerbaijan,5,2020,119.03
Azerbaijan,6,2020,401.0
Azerbaijan,7,2020,463.03
Azerbaijan,8,2020,147.0
Azerbaijan,9,2020,126.47
Azerbaijan,10,2020,485.16
Azerbaijan,11,2020,2196.9
Azerbaijan,12,2020,3145.94
Azerbaijan,1,2021,371.58
Azerbaijan,2,2021,154.21
Azerbaijan,3,2021,876.65
Azerbaijan,4,2021,1913.2
Azerbaijan,5,2021,478.94
Azerbaijan,6,2021,69.7
Azerbaijan,7,2021,251.68
Azerbaijan,8,2021,2614.26
Azerbaijan,9,2021,1967.03
Azerbaijan,10,2021,1531.23
Azerbaijan,11,2021,1898.27
Azerbaijan,12,2021,923.52
Azerbaijan,1,2022,1339.45
Azerbaijan,2,2022,4542.86
Azerbaijan,3,2022,202.0
Azerbaijan,4,2022,21.0
Azerbaijan,5,2022,6.61
Azerbaijan,6,2022,13.63
Azerbaijan,7,2022,182.65
Azerbaijan,8,2022,470.94
Azerbaijan,9,2022,266.77
Azerbaijan,10,2022,58.65
Azerbaijan,11,2022,35.97
Azerbaijan,12,2022,66.58
Azerbaijan,1,2023,49.77
Azerbaijan,2,2023,21.57
Azerbaijan,3,2023,30.78
Bahamas,1,2020,0.0
Bahamas,2,2020,0.0
Bahamas,3,2020,0.45
Bahamas,4,2020,2.23
Bahamas,5,2020,0.68
Bahamas,6,2020,0.07
Bahamas,7,2020,15.16
Bahamas,8,2020,53.0
Bahamas,9,2020,63.53
Bahamas,10,2020,83.58
Bahamas,11,2020,27.57
Bahamas,12,2020,10.65
Bahamas,1,2021,9.77
Bahamas,2,2021,12.32
Bahamas,3,2021,19.35
Bahamas,4,2021,44.47
Bahamas,5,2021,43.32
Bahamas,6,2021,26.33
Bahamas,7,2021,72.71
Bahamas,8,2021,106.42
Bahamas,9,2021,94.83
Bahamas,10,2021,44.1
Bahamas,11,2021,14.67
Bahamas,12,2021,54.35
Bahamas,1,2022,260.84
Bahamas,2,2022,20.46
Bahamas,3,2022,4.77
Bahamas,4,2022,9.17
Bahamas,5,2022,38.74
Bahamas,6,2022,40.53
Bahamas,7,2022,24.16
Bahamas,8,2022,11.32
Bahamas,9,2022,7.17
Bahamas,10,2022,3.1
Bahamas,11,2022,3.23
Bahamas,12,2022,0.26
Bahamas,1,2023,0.0
Bahamas,2,2023,0.0
Bahamas,3,2023,0.0
Bahrain,1,2020,0.0
Bahrain,2,2020,1.41
Bahrain,3,2020,16.97
Bahrain,4,2020,82.43
Bahrain,5,2020,269.61
Bahrain,6,2020,512.0
Bahrain,7,2020,458.84
Bahrain,8,2020,354.52
Bahrain,9,2020,629.73
Bahrain,10,2020,347.77
Bahrain,11,2020,177.03
Bahrain,12,2020,184.48
Bahrain,1,2021,334.9
Bahrain,2,2021,690.61
Bahrain,3,2021,711.32
Bahrain,4,2021,1082.97
Bahrain,5,2021,2051.52
Bahrain,6,2021,843.2
Bahrain,7,2021,108.35
Bahrain,8,2021,108.19
Bahrain,9,2021,83.9
Bahrain,10,2021,57.16
Bahrain,11,2021,28.7
Bahrain,12,2021,141.03
Bahrain,1,2022,2984.29
Bahrain,2,2022,5011.0
Bahrain,3,2022,1276.97
Bahrain,4,2022,474.57
Bahrain,5,2022,547.06
Bahrain,6,2022,1339.7
Bahrain,7,2022,1090.03
Bahrain,8,2022,388.71
Bahrain,9,2022,295.4
Bahrain,10,2022,310.58
Bahrain,11,2022,204.83
Bahrain,12,2022,77.58
Bahrain,1,2023,55.32
Bahrain,2,2023,251.0
Bahrain,3,2023,357.0
Bangladesh,1,2020,0.0
Bangladesh,2,2020,0.0
Bangladesh,3,2020,1.65
Bangladesh,4,2020,253.87
Bangladesh,5,2020,1273.74
Bangladesh,6,2020,3277.67
Bangladesh,7,2020,2973.48
Bangladesh,8,2020,2430.16
Bangladesh,9,2020,1682.77
Bangladesh,10,2020,1425.97
Bangladesh,11,2020,1908.27
Bangladesh,12,2020,1567.03
Bangladesh,1,2021,697.71
Bangladesh,2,2021,395.61
Bangladesh,3,2021,2099.32
Bangladesh,4,2021,4927.9
Bangladesh,5,2021,1335.74
Bangladesh,6,2021,3757.27
Bangladesh,7,2021,10846.0
Bangladesh,8,2021,8101.1
Bangladesh,9,2021,1843.1
Bangladesh,10,2021,439.61
Bangladesh,11,2021,224.83
Bangladesh,12,2021,298.55
Bangladesh,1,2022,6880.45
Bangladesh,2,2022,5169.43
Bangladesh,3,2022,258.06
Bangladesh,4,2022,37.13
Bangladesh,5,2022,26.32
Bangladesh,6,2022,676.07
Bangladesh,7,2022,1015.1
Bangladesh,8,2022,215.77
Bangladesh,9,2022,441.7
Bangladesh,10,2022,323.97
Bangladesh,11,2022,44.83
Bangladesh,12,2022,17.42
Bangladesh,1,2023,13.9
Bangladesh,2,2023,7.75
Bangladesh,3,2023,10.89
Barbados,1,2020,0.0
Barbados,2,2020,0.0
Barbados,3,2020,1.1
Barbados,4,2020,1.57
Barbados,5,2020,0.35
Barbados,6,2020,0.17
Barbados,7,2020,0.42
Barbados,8,2020,2.06
Barbados,9,2020,0.53
Barbados,10,2020,1.52
Barbados,11,2020,1.3
Barbados,12,2020,3.45
Barbados,1,2021,37.48
Barbados,2,2021,54.39
Barbados,3,2021,18.84
Barbados,4,2021,6.77
Barbados,5,2021,5.23
Barbados,6,2021,2.13
Barbados,7,2021,9.97
Barbados,8,2021,20.71
Barbados,9,2021,111.63
Barbados,10,2021,302.65
Barbados,11,2021,251.77
Barbados,12,2021,104.81
Barbados,1,2022,511.77
Barbados,2,2022,383.39
Barbados,3,2022,132.48
Barbados,4,2022,360.27
Barbados,5,2022,341.1
Barbados,6,2022,125.57
Barbados,7,2022,247.26
Barbados,8,2022,291.42
Barbados,9,2022,48.67
Barbados,10,2022,14.0
Barbados,11,2022,46.73
Barbados,12,2022,35.45
Barbados,1,2023,20.71
Barbados,2,2023,17.43
Barbados,3,2023,17.0
Belarus,1,2020,0.0
Belarus,2,2020,0.03
Belarus,3,2020,4.87
Belarus,4,2020,462.5
Belarus,5,2020,920.29
Belarus,6,2020,652.07
Belarus,7,2020,183.55
Belarus,8,2020,130.16
Belarus,9,2020,226.27
Belarus,10,2020,640.35
Belarus,11,2020,1272.17
Belarus,12,2020,1859.26
Belarus,1,2021,1743.61
Belarus,2,2021,1391.79
Belarus,3,2021,1112.94
Belarus,4,2021,1231.03
Belarus,5,2021,1151.65
Belarus,6,2021,758.33
Belarus,7,2021,930.68
Belarus,8,2021,1144.9
Belarus,9,2021,1885.13
Belarus,10,2021,2002.65
Belarus,11,2021,1818.33
Belarus,12,2021,1432.0
Belarus,1,2022,1414.29
Belarus,2,2022,6313.68
Belarus,3,2022,1386.16
Belarus,4,2022,587.93
Belarus,5,2022,81.35
Belarus,6,2022,0.0
Belarus,7,2022,360.32
Belarus,8,2022,0.0
Belarus,9,2022,0.0
Belarus,10,2022,0.0
Belarus,11,2022,0.0
Belarus,12,2022,0.0
Belarus,1,2023,0.0
Belarus,2,2023,0.0
Belarus,3,2023,0.0
Belgium,1,2020,0.0
Belgium,2,2020,0.03
Belgium,3,2020,412.06
Belgium,4,2020,1191.47
Belgium,5,2020,318.13
Belgium,6,2020,101.53
Belgium,7,2020,236.26
Belgium,8,2020,531.77
Belgium,9,2020,1107.2
Belgium,10,2020,10025.06
Belgium,11,2020,4937.2
Belgium,12,2020,2230.68
Belgium,1,2021,2053.45
Belgium,2,2021,2191.36
Belgium,3,2021,3578.77
Belgium,4,2021,3592.53
Belgium,5,2021,2315.23
Belgium,6,2021,771.0
Belgium,7,2021,1276.9
Belgium,8,2021,1933.84
Belgium,9,2021,2009.67
Belgium,10,2021,3732.13
Belgium,11,2021,13512.83
Belgium,12,2021,10945.42
Belgium,1,2022,33867.61
Belgium,2,2022,14359.82
Belgium,3,2022,9475.29
Belgium,4,2022,6846.67
Belgium,5,2022,3100.32
Belgium,6,2022,3117.33
Belgium,7,2022,5425.06
Belgium,8,2022,2195.48
Belgium,9,2022,2073.0
Belgium,10,2022,2184.97
Belgium,11,2022,905.73
Belgium,12,2022,930.23
Belgium,1,2023,750.03
Belgium,2,2023,934.14
Belgium,3,2023,2412.22
Belize,1,2020,0.0
Belize,2,2020,0.0
Belize,3,2020,0.1
Belize,4,2020,0.5
Belize,5,2020,0.0
Belize,6,2020,0.2
Belize,7,2020,0.77
Belize,8,2020,30.94
Belize,9,2020,32.83
Belize,10,2020,48.23
Belize,11,2020,78.9
Belize,12,2020,158.77
Belize,1,2021,36.52
Belize,2,2021,13.75
Belize,3,2021,5.26
Belize,4,2021,7.07
Belize,5,2021,4.55
Belize,6,2021,14.73
Belize,7,2021,29.42
Belize,8,2021,70.65
Belize,9,2021,148.27
Belize,10,2021,193.45
Belize,11,2021,121.1
Belize,12,2021,77.71
Belize,1,2022,569.26
Belize,2,2022,221.68
Belize,3,2022,18.9
Belize,4,2022,7.23
Belize,5,2022,60.26
Belize,6,2022,153.37
Belize,7,2022,101.45
Belize,8,2022,38.42
Belize,9,2022,18.4
Belize,10,2022,2.87
Belize,11,2022,3.5
Belize,12,2022,28.97
Belize,1,2023,23.03
Belize,2,2023,3.46
Belize,3,2023,0.0
Benin,1,2020,0.0
Benin,2,2020,0.0
Benin,3,2020,0.29
Benin,4,2020,1.83
Benin,5,2020,8.87
Benin,6,2020,28.67
Benin,7,2020,19.55
Benin,8,2020,10.97
Benin,9,2020,7.07
Benin,10,2020,9.23
Benin,11,2020,12.4
Benin,12,2020,7.61
Benin,1,2021,20.71
Benin,2,2021,55.04
Benin,3,2021,53.74
Benin,4,2021,24.03
Benin,5,2021,7.65
Benin,6,2021,4.7
Benin,7,2021,6.29
Benin,8,2021,160.39
Benin,9,2021,350.8
Benin,10,2021,27.71
Benin,11,2021,3.37
Benin,12,2021,2.74
Benin,1,2022,48.87
Benin,2,2022,4.18
Benin,3,2022,12.42
Benin,4,2022,0.0
Benin,5,2022,0.0
Benin,6,2022,8.8
Benin,7,2022,3.23
Benin,8,2022,5.61
Benin,9,2022,4.93
Benin,10,2022,4.65
Benin,11,2022,6.6
Benin,12,2022,0.06
Benin,1,2023,0.23
Benin,2,2023,0.04
Benin,3,2023,1.0
Bhutan,1,2020,0.0
Bhutan,2,2020,0.0
Bhutan,3,2020,0.13
Bhutan,4,2020,0.1
Bhutan,5,2020,1.16
Bhutan,6,2020,1.13
Bhutan,7,2020,0.77
Bhutan,8,2020,4.0
Bhutan,9,2020,1.9
Bhutan,10,2020,2.16
Bhutan,11,2020,2.03
Bhutan,12,2020,8.39
Bhutan,1,2021,6.1
Bhutan,2,2021,0.29
Bhutan,3,2021,0.19
Bhutan,4,2021,6.7
Bhutan,5,2021,17.61
Bhutan,6,2021,16.0
Bhutan,7,2021,13.39
Bhutan,8,2021,2.61
Bhutan,9,2021,0.17
Bhutan,10,2021,0.65
Bhutan,11,2021,0.63
Bhutan,12,2021,0.65
Bhutan,1,2022,71.97
Bhutan,2,2022,278.96
Bhutan,3,2022,496.74
Bhutan,4,2022,1035.4
Bhutan,5,2022,15.0
Bhutan,6,2022,3.37
Bhutan,7,2022,20.61
Bhutan,8,2022,22.84
Bhutan,9,2022,29.77
Bhutan,10,2022,13.26
Bhutan,11,2022,4.1
Bhutan,12,2022,0.68
Bhutan,1,2023,2.61
Bhutan,2,2023,0.36
Bhutan,3,2023,1.33
Bolivia,1,2020,0.0
Bolivia,2,2020,0.0
Bolivia,3,2020,3.45
Bolivia,4,2020,35.33
Bolivia,5,2020,284.35
Bolivia,6,2020,774.57
Bolivia,7,2020,1405.48
Bolivia,8,2020,1284.16
Bolivia,9,2020,623.77
Bolivia,10,2020,207.94
Bolivia,11,2020,98.37
Bolivia,12,2020,497.29
Bolivia,1,2021,1829.39
Bolivia,2,2021,1149.11
Bolivia,3,2021,754.87
Bolivia,4,2021,1044.03
Bolivia,5,2021,2178.94
Bolivia,6,2021,2278.17
Bolivia,7,2021,1092.97
Bolivia,8,2021,560.42
Bolivia,9,2021,318.87
Bolivia,10,2021,423.84
Bolivia,11,2021,799.17
Bolivia,12,2021,2006.26
Bolivia,1,2022,8256.52
Bolivia,2,2022,1346.07
Bolivia,3,2022,275.74
Bolivia,4,2022,101.03
Bolivia,5,2022,125.42
Bolivia,6,2022,595.2
Bolivia,7,2022,3573.61
Bolivia,8,2022,2069.42
Bolivia,9,2022,220.33
Bolivia,10,2022,38.23
Bolivia,11,2022,54.63
Bolivia,12,2022,1610.71
Bolivia,1,2023,869.94
Bolivia,2,2023,179.39
Bolivia,3,2023,140.89
Bosnia and Herzegovina,1,2020,0.0
Bosnia and Herzegovina,2,2020,0.0
Bosnia and Herzegovina,3,2020,13.55
Bosnia and Herzegovina,4,2020,44.57
Bosnia and Herzegovina,5,2020,24.29
Bosnia and Herzegovina,6,2020,64.77
Bosnia and Herzegovina,7,2020,239.45
Bosnia and Herzegovina,8,2020,260.9
Bosnia and Herzegovina,9,2020,250.17
Bosnia and Herzegovina,10,2020,729.71
Bosnia and Herzegovina,11,2020,1260.37
Bosnia and Herzegovina,12,2020,744.65
Bosnia and Herzegovina,1,2021,339.1
Bosnia and Herzegovina,2,2021,338.64
Bosnia and Herzegovina,3,2021,1246.68
Bosnia and Herzegovina,4,2021,961.17
Bosnia and Herzegovina,5,2021,179.06
Bosnia and Herzegovina,6,2021,33.67
Bosnia and Herzegovina,7,2021,20.42
Bosnia and Herzegovina,8,2021,264.45
Bosnia and Herzegovina,9,2021,697.4
Bosnia and Herzegovina,10,2021,580.1
Bosnia and Herzegovina,11,2021,743.57
Bosnia and Herzegovina,12,2021,524.13
Bosnia and Herzegovina,1,2022,1811.42
Bosnia and Herzegovina,2,2022,847.68
Bosnia and Herzegovina,3,2022,136.71
Bosnia and Herzegovina,4,2022,54.9
Bosnia and Herzegovina,5,2022,26.35
Bosnia and Herzegovina,6,2022,27.07
Bosnia and Herzegovina,7,2022,201.94
Bosnia and Herzegovina,8,2022,350.77
Bosnia and Herzegovina,9,2022,96.67
Bosnia and Herzegovina,10,2022,39.13
Bosnia and Herzegovina,11,2022,19.5
Bosnia and Herzegovina,12,2022,14.32
Bosnia and Herzegovina,1,2023,12.65
Bosnia and Herzegovina,2,2023,6.82
Bosnia and Herzegovina,3,2023,17.11
Botswana,1,2020,0.0
Botswana,2,2020,0.0
Botswana,3,2020,0.13
Botswana,4,2020,0.63
Botswana,5,2020,0.39
Botswana,6,2020,6.4
Botswana,7,2020,18.61
Botswana,8,2020,26.74
Botswana,9,2020,51.3
Botswana,10,2020,111.94
Botswana,11,2020,136.67
Botswana,12,2020,131.06
Botswana,1,2021,209.29
Botswana,2,2021,252.79
Botswana,3,2021,370.23
Botswana,4,2021,236.2
Botswana,5,2021,259.32
Botswana,6,2021,490.23
Botswana,7,2021,1193.87
Botswana,8,2021,1620.55
Botswana,9,2021,743.1
Botswana,10,2021,237.87
Botswana,11,2021,282.47
Botswana,12,2021,788.42
Botswana,1,2022,1081.52
Botswana,2,2022,389.79
Botswana,3,2022,1341.16
Botswana,4,2022,15.27
Botswana,5,2022,69.1
Botswana,6,2022,488.1
Botswana,7,2022,87.13
Botswana,8,2022,12.71
